name,name_en,biz_no,corp_no,entity_type,ceo_name,biz_type,biz_class,ksic_code,iaf_code,scope_kr,scope_en,address,address_en,tel,email,website,employee_count,headcount_regular,headcount_non_regular,headcount_outsourced,headcount_certified,status,tax_contact_name,tax_email,is_active
㈜코리아마그네슘,"Korea Magnesium. Co., Ltd.",608-81-98175,,,오재부,제조업,"마그네슘주물 주조,가공,압출",2432,17A,"전기전자부품, 가정용품 및 산업설비 부품에 대한 주조(방열판, 싱크망, 메가진렉)
","Casting for Electrical and Electronic parts, Household goods and Industrial Equipment parts(Heat sink, sink filter, magagine rack)",경상남도 창원시 마산회원구 자유무역2길 166 (양덕동),"166, Jayumuyeok 2-gil, Masanhoewon-gu, Changwon-si, Gyeongsangnam-do, KOREA ",,,,0,,,,,,, eco0039@hanmail.net,True
유성우레탄,YUSUNG ULETAN,622-02-87489,,,김정규,제조,"우레탄, 산업내장재","2225, 2020","14B,12B","자동차 및 중장비용 산업내장재(가스켓, EPDM Rubber)에 대한 생산","Production of Industrial Interior Materials (gaskets, EPDM rubber) for Automobiles and Heavy Equipment",경상남도 김해시 한림면 김해대로916번길 154-45 ,"154-45, Gimhae-daero 916beon-gil, Hallim-myeon, Gimhae-si, Gyeongsangnam-do, KOREA ",,,,0,,,,,,,us87489@hanmail.net,True
조인단조,Join Forging Co.,846-54-00393,,,조일수,제조업,열간단조(자동차부품외),2591,17B,"단조제품의 설계, 개발 및 제조 ","Design, Development and Manufacture of forged products",경상남도 밀양시 부북면 사포산단중앙로 131,"131, Saposandanjungang-ro, Bubuk-myeon, Miryang-si, Gyeongsangnam-do, KOREA",,,,0,,,,,,,joinforging@daum.net,True
㈜새일타크,"SAEILTACK CO., LTD.",617-81-39087,,,조양선,제조 외,"방청지, 특수가공지",1712,07A,방청 및 특수포장지의 생산,"Production of anti-rust paper and special wrapping paper
",부산광역시 기장군 정관읍 산단3로 101-7,"101-7, Sandan 3-ro, Jeonggwan-eup, Gijang-gun, Busan, KOREA",,,www.saeiltackj.co.kr,0,,,,,,,mmmm4486@nate.com,True
주식회사 지오피피제이에스바이오,"GOPPJSBIO Co., Ltd.",844-86-01567,,,이정석,"제조업, 도매 및 소매업","분사기 및 소화기, 화학살균살충제, 살균소독기계","2919, 2921, 2032, 4673","18A,12B,29A","1. 분사기 및 소화기, 살균소독기기, 화학살균살충제의 제조
2. 농업 및 임업용 기계의 제조
3. 농자재 및 첨가제의 도소매","1. Manufacturing of sprayers and fire extinguishers, sterilizing and disinfecting devices, and chemical disinfectants
2. Manufacturing of agricultural and forestry machinery
3. Wholesale and retail of agricultural materials and additives",광주광역시 광산구 손재로 436-39 (오선동),"436-39, Sonjae-ro, Gwangsan-gu, Gwangju, KOREA",,,,0,,,,,,,jsbio2020@daum.net,True
주식회사 송원스틸,"Songwon Steel Co., Ltd.",839-88-00648,,,조의진,제조업,1차 금속제품,2511,17B,기계 및 건축 구조용 철강재에 대한 가공,Processing of Pipe Steel for Machine & Architectural Structures,충청남도 당진시 순성면 틀모시로 211 (옥호리),"211, Teulmosi-ro, Sunseong-myeon, Dangjin-si, Chungcheongnam-do, KOREA",,,,0,,,,,,,songwonsteel@daum.net,True
㈜유원건설산업,"YU-WON CONSTRUCTION Co., Ltd.",489-87-00499,,,김동연,건설,건축공사,"4111, 4112",28A,주거용 및 비주거용 건물의 건축공사,Construction of residential and non-residential buildings,"대전광역시 유성구 대학로 53, 307호(봉명동, 솔리안)","#307, 53, Daehak-ro, Yuseong-gu, Daejeon, KOREA ",,,,0,,,,,,,,True
주식회사 대덕피앤텍,"Daedeok Pientech Co., Ltd.",732-87-01688,,,강병길,제조업,"금속열처리도금,도장 및 기타피막처리",2592,17B,비철 금속가공제품의 도장 및 피막처리,painting and coating of nonferrous metal processing products,대전광역시 대덕구 무지니2길 10 (평촌동),"10, Mujini 2-gil, Daedeok-gu, Daejeon, KOREA ",,,,0,,,,,,,kill5577@hanmail.net,True
주식회사 에어라파,"AIRAPHA Co., Ltd.",305-86-33341,,,김덕수,제조업,이미용기기제조업,"2223, 2851","14B,19A","이미용기기(분무기, 스팀기, 화장품)의 제조","Manufacture of beauty equipment (atomizer, steamer, cosmetics)","대전광역시 동구 대전천동로 632, 3층 (삼성동)","3rd floor, 632, Daejeoncheondong-ro, Dong-gu, Daejeon, KOREA ",,,https://www.airapha.com/,0,,,,,,,,True
피케이티,PKT Co.,706-02-00117,,,조용구,제조업,기계부품,2922,18A,"산업기계의 금속 부품 가공(CNC, MCT)","Metal Components Pricessing(CNC, MCT) of Industeial Machine",경상북도 구미시 산호대로 130-76 (공단동),"130-76, Sanho-daero, Gumi-si, Gyeongsangbuk-do, KOREA",,,,0,,,,,,,club2169@naver.com,True
코리아 이엔티,Korea ENT Co.,389-05-01116,,,서정원,제조업,"금형, 기계부품",2592,17B,"광학기기부품, 인덕터 기계부품, 반도체 설비부품의 가공","Processing optical parts, inductor machine parts, semiconductor equipment parts",충청북도 청주시 흥덕구 원터로 13-70 (송절동),"13-70, Wonteo-ro, Heungdeok-gu, Cheongju-si, Chungcheongbuk-do, KOREA ",,,,0,,,,,,,sjwyes@hanmail.net,True
㈜성원밸브,"SUNGWONVALVE CO., LTD.",137-86-35315,,,김정규,제조업,상하수도밸브,2913,18A,"상하수도의 밸브(스테인리스 제수밸브, 수도용 공기밸브, 소프트 실 슬루스(제수)밸브, 소프트 실 지수밸브, 버터플라이 밸브, 신축 관 이음, 부단수 할 정자관, 이탈방지 압륜, 밸브실, 철개, 보호통, 관 점검 세척구, 스트레이너, 소화전)에 대한 설계/개발 및 제조","Design, Development and Manufacture of water and sewage valves (stainless steel distillation valve, water supply air valve, soft seal sluice (distillation) valve, soft seal index valve, butterfly valve, expansion pipe joint, sperm pipe to be used in secondary stages, anti-separation pressure wheel, valve chamber, iron casing, protection box, pipe check washer, strainer, fireplug)","충청북도 음성군 삼성면 대청로 115, 가동 (가동 나동)","115, Daecheong-ro, Samseong-myeon, Eumseong-gun, Chungcheongbuk-do, KOREA ",,,http://www.sungwonvalve.co.kr/,0,,,,,,,sungwon2280@naver.com,True
㈜코어그린,"COREGREEN Co., Ltd.",419-88-01332,,,오창근,제조업,"식품제조, 가공",1030,03A,과실 및 채소류의 가공 및 저장,Processing and storage of fruits and vegetables,충청북도 충주시 칠지4길 10 (칠금동),"10, Chilji 4-gil, Chungju-si, Chungcheongbuk-do, KOREA 
",,,,0,,,,,,,,True
주식회사 광진하우징,"Gwangjin Housing Co., Ltd.",132-87-01137,,,윤영중,건설업,"금속구조물, 실내건축, 시설유지보수","4241, 4249",28C,실내건축공사 및 건축마무리 공사,Indoor construction work and architectural finishing work,충청북도 청주시 흥덕구 옥산면 소로길 36 ,"36, Soro-gil, Oksan-myeon, Heungdeok-gu, Cheongju-si, Chungcheongbuk-do, KOREA ",,,,0,,,,,,,kjhs1137@hanmail.net,True
㈜진흥염직,"Jinheung Dyeing Co., Ltd.",503-86-05473,,,권세웅,제조업,섬유임가공,1340,04A,섬유제품의 염색 및 가공,Dyeing and processing of textile products,대구광역시 서구 염색공단중앙로 112 (비산동),"112, Yeomsaekgongdanjungang-ro, Seo-gu, Daegu, KOREA",,,,0,,,,,,,starrich2016@naver.com,True
㈜진흥염직,"Jinheung Dyeing Co., Ltd.",503-86-05473,,,권세웅,제조업,섬유임가공,1340,04A,섬유제품의 염색 및 가공,Dyeing and processing of textile products,대구광역시 서구 염색공단중앙로 112 (비산동),"112, Yeomsaekgongdanjungang-ro, Seo-gu, Daegu, KOREA",,,,0,,,,,,,starrich2016@naver.com,True
주식회사 서안유통,"SEOAN DISTRIBUTION CO., LTD.",286-88-00621,,,권용선,도소매,가공식품류외,4631,29A,"식자재의 유통, 공급 및 판매","Distribution, supply and sale of food materials",대구광역시 북구 장태실길 29 (팔달동),"29, Jangtaesil-gil, Buk-gu, Daegu, KOREA ",,,,0,,,,,,,sayt7321@naver.com,True
㈜대일산업,"Daeil Industrial Co., Ltd.",620-81-42744,,,김명주,제조업,"자동차시트카바, 자동차부품",3039,18A,"자동차 내장부품(시트, 콘솔, 매트)의 생산","Production of automotive interior parts (seat, console, mat)",울산광역시 북구 약수8길 22 (중산동),"22, Yaksu 8-gil, Buk-gu, Ulsan, KOREA ",,,,0,,,,,,,,True
㈜씨에스메디칼,"CS Medical  Co., Ltd.",372-88-00543,,,조희원,제조업,의료기기,2719,19C,"의료기기의 설계, 개발 및 생산","Design, Development and Production of Medical Instrument",경기도 평택시 청북읍 현곡길 79-32 ,"79-32, Hyeongok-gil, Cheongbuk-eup, Pyeongtaek-si, Gyeonggi-do, KOREA ",,,,0,,,,,,,info@csmedical.co.kr,True
㈜장학,"JANG HAK CO., LTD.",221-81-25757,,,최한규,"제조,도매","가로등주,공원등주,펜스,금속구조물,철구조물",2842,19A,"가로등주(철제, 스테인레스, 알루미늄, 복합형), 경관조명기구, 가로등기구, 보안등기구, 태양광조명기구, 조명타워, LED가로등 및 보안등기구, LED 경관조명기구, 조명기구, 신호등주의 생산","Manufacture of Lighting Poles(Steel, Stainless, Aluminium, Combination), Scene Lighting, Street Lighting, Load Lighting, Solar Lighting, Lighting Tower, LED Luminaires for Road and Street Lighting, LED Scene Lighting, Lighting Equipments, Signal Light Pole",강원도 춘천시 동면 하일길 119 (장학리),"119, Hail-gil, Dong-myeon, Chuncheon-si, Gangwon-do, KOREA ",,,,0,,,,,,,janghak21@naver.com,True
주식회사 성심산업,"SUNG SIM INDUSTRIES CO., LTD.",312-86-08627,,,이건택,"제조, 건설업, 도소매","산업기계, 하수처리장치 및 구성품류, 판넬공사, 지붕판금공사, 기계설비공사업, 상하수도설비공사, 건축자재","2929, 2917",18A,"기계설비(공장자동화설비, 환경산업설비)에 대한 설계 및 제조","Design and Production of Machinery Equipment(Factory Automation, Environment Industrial Equipment)","충청남도 천안시 동남구 목천읍 응원1길 33-30, 1,2동 (응원리)","1, 2dong, 33-30, Eungwon 1-gil, Mokcheon-eup, Dongnam-gu, Cheonan-si, Chungcheongnam-do, KOREA ",,,www.ssmachine.co.kr,0,,,,,,,,True
농업회사법인 자연농산㈜,Jayeon Nongsan Co. Ltd.,559-88-00631,,,박영호,"작물재배, 식품제조업","콩나물, 숙주 재배 및 제조가공",1030,03A,"채소류(콩나물,숙주)의 가공 제조","Processed manufacturing of vegetables (bean sprouts, host)",경기도 이천시 호법면 동산로 353 ,"353, Dongsan-ro, Hobeop-myeon, Icheon-si, Gyeonggi-do, KOREA ",,,,0,,,,,,,dudghqr61@naver.com,True
㈜토르라이팅,"THOR LIGHTING CO., LTD.",227-81-18384,,,홍철호,"제조업, 도매및소매업","가로등주,경관조명,가로등기구외","2511, 2842","17B,19A","가로등주(철제, 스테인레스, 알루미늄, 복합형), 경관조명기구, 가로등기구, 보안등기구, 태양광조명기구, 조명타워, LED가로등 및 보안등기구, LED 경관조명기구, 조명기구, 형광등기구, 투광등기구, 매입형 및 고정형 LED등기구, LED 터널등기구, LED 투광등기구, 직관형 LED램프, LED 센서 등기구, 바닥형 보행신호등의 생산","Manufacture of Street lamp poles (iron, stainless steel, aluminum, composite), landscape lighting fixtures, street lighting fixtures, security lighting fixtures, solar lighting fixtures, lighting towers, LED streetlights and security lighting fixtures, LED landscape lighting fixtures, lighting fixtures, fluorescent lighting fixtures, floodlight fixtures, Production of embedded and fixed LED lighting fixtures, LED tunnel lighting fixtures, LED floodlight fixtures, straight tube LED lamps, LED sensor luminaires, Crosswalk floor type pedestrian traffic light",강원도 속초시 농공단지길 90 (대포동),"90, Nonggongdanji-gil, Sokcho-si, Gangwon-do, KOREA ",,,,0,,,,,,,thor0104@chol.com,True
탑라이트㈜,"TOP LIGHT CO., LTD.",124-81-66739,,,김한대,제조업,"형광기기,전기기기",2841,19A,형광등기구 및 LED 등기구에 대한 생산,"Manufacture of Lighting Fittings for Fluorescent Lamps, Recessed LED Luminaires and Fixed LED Luminaires",경기도 화성시 정남면 덕절창말길 87 (덕절리),"87, Deokjeolchangmal-gil, Jeongnam-myeon, Hwaseong-si, Gyeonggi-do, KOREA ",,,,0,,,,,,,hstoplight@naver.com,True
주식회사 더크린,"The Clean Co., Ltd.",714-87-00696,,,김북주,"서비스, 제조, 도소매","방역기, 살균, 탈취제, 위생용품, 안전용품, 방역기기, 청소, 시설관리, 위생용역, 위생점검, 소독업, 전자상거래, 경영, 교육컨설팅, 지사모집","2919, 4659","18A,29A","위생 방역기의 제조, 도매 및 소매","Manufacturing, wholesale and retail of sanitary quarantine machine","광주광역시 광산구 월계로 223-19, 2층 201, 202호(쌍담동, 한양에드가 1차)","2F , 223-19, Wolgye-ro, Gwangsan-gu, Gwangju, KOREA ",,,,0,,,,,,,,True
에스와이정공 주식회사,"SY Precision Co., Ltd.",561-87-01349,,,하정자,제조업,정밀기계가공,"2914, 3033",18A,"산업기계 부품(기어박스, 케이싱)에 대한 정밀가공 및 부가서비스","Precision processing and additional services for industrial machinery parts (gear box, casing)",경상남도 함안군 가야읍 남문길 43,"43, Nammun-gil, Gaya-eup, Haman-gun, Gyeongsangnam-do, KOREA ",,,,0,,,,,,,,True
다인안전산업,Dain Safety Industry,464-06-00676,,,정우돈,제조업,선박임가공,4213,28C,"비계 및 기자재 시공, 점검, 유지 및 보수","Construction, inspection, maintenance and repair of scaffolding and equipment",울산광역시 동구 방어진순환도로 1000 ,"1000, Bangeojinsunhwando-ro, Dong-gu, Ulsan, KOREA",,,,0,,,,,,,,True
㈜엠. 티. 에스,"MTS Co., Ltd.",615-81-23712,,,곽상기,제조,"자동조정및 제어장치, 공기조화,산업용냉장및냉동장치",2917,18A,"1. 냉장고 및 냉동공조시스템 부품(Suction Pipe, Joint Pipe, Evaporator, Accumulator, Strainer, Muffler, Distributor, Coupling, Oil Separator, Filter Drier and Receive Tank)에 대한 생산
2. 일체형냉동기(공냉식, 수냉식) 및 지열 히트펌프에 대한 설계, 개발 및 생산","1. Manufacture of Suction Pipe & Joint Pipe, Evaporator, Accumulator, Strainer, Muffler, Distributor, Coupling, Oil Separator, Filter Drier, Receive Tank for Refrigerator and Air Conditioning System Parts
2. Design, Development and Manufacture of Package Type Chiller(Air Cooling Type, Water Cooling Type) and Geothermal Heat Pump",경상남도 김해시 진영읍 하계로240번길 99 (하계리),"99, Hagye-ro 240beon-gil, Jinyeong-eup, Gimhae-si, Gyeongsangnam-do, KOREA ",,,,0,,,,,,,jjss1191@mtssys.co.kr,True
㈜영진전기통신,"Youngjin Telecommunications Co., Ltd.",433-88-00440,,,함춘모,"건설업, 제조업","정보통신공사업,CCTV.방송.음향기기","2642, 4232","19B,28C","1. CCTV 시스템 및 방송장비의 제조, 설치 및 유지보수
2. 정보통신공사의 시공","1. Manufacturing, installation and maintenance of CCTV system and broadcasting equipment
2. Construction of Telecommunication Works","충청북도 청주시 서원구 남이면 양촌3길 60, 102호","102, 60, Yangchon 3-gil, Nami-myeon, Seowon-gu, Cheongju-si, Chungcheongbuk-do, KOREA ",,,없음,0,,,,,,,ham742002@naver.com,True
주식회사 토리든,"Torriden Co., Ltd.",760-86-00222,,,권인구,"제조업, 도소매업",화장품,4791,29A,"화장품(스킨 케어, 바디 케어, 헤어 케어 및 파우더 제품)의 판매","Wholesale and retail of Skin care, Body care, Hair care and Powder Product","대전광역시 서구 도안북로93번길 10-3, 2층 (도안동)","10-3, Doanbuk-ro 93beon-gil, Seo-gu, Daejeon, KOREA",,,www.toriden.com,0,,,,,,,,True
㈜부용,"BUYONG Co., Ltd.",607-81-76125,,,신수범,제조 외,봉제품임가공 외,1419,04B,"스포츠 의류(앞치마, 보호대 및 다이어트복)에 대한 생산","Production of sports clothing (aprons, guards and diet clothes)",부산광역시 동래구 석사북로 69-1 (온천동),"69-1, Seoksabuk-ro, Dongnae-gu, Busan, KOREA ",,,http://www.buyong.co.kr/,0,,,,,,,,True
에스아이씨㈜,"SIC Co., Ltd.",461-87-01165,,,"박열, 김수병",제조 외,"산업기계, 자동화설비 외","2413, 2912, 2811","17A,18A,19A","후육관 설비, 단/복관 설비, 유압장치, 산업응용장치 및 신재생에너지 설비의 설계, 개발, 생산 및 설치","Design, development, production and installation of JCO LSAW Pipe Facilities, Circumference Welding Pipes Facilities, Hydraulic Equipment, Industrial Equipment, Renewable Energy Facilities",경상남도 김해시 진영읍 하계로240번길 93-26 ,"93-26, Hagye-ro 240beon-gil, Jinyeong-eup, Gimhae-si, Gyeongsangnam-do, KOREA",,,www.skmic.co.kr,0,,,,,,,sk6544@hanmail.net,True
에스엠아이 주식회사,"Smart Innovation Co., Ltd.",160-81-01504,,,김덕현,제조,산업기계개발 및 제작,2919,18A,"산업용 기계의 설계, 개발, 제조 및 서비스","Design, development, manufacture and service of industrial machinery",대전광역시 대덕구 문평동로 41-32 (문평동),"41-32, Munpyeongdong-ro, Daedeok-gu, Daejeon, KOREA ",,,,0,,,,,,,,True
㈜엔바이온,"ENBION CO., LTD.",306-81-34085,,,이현재,"제조업, 서비스","기체여과기, 에너지, 환경소재및장비개발, 환경관련기술용역","2917, 4122","18A,28B","환경플랜트 및 소재에 대한 설계, 개발, 제조, 시공 및 부가서비스","Design, Development, Manufacture, Installation and Servicing of Environmental Plant & Material",대전광역시 유성구 테크노2로 275 (탑립동),"275, Techno 2-ro, Yuseong-gu, Daejeon, KOREA ",,,www.enbion.com,0,,,,,,,,True
주식회사 디아이이앤씨,"DIENC Co., Ltd.",402-86-01932,,,노승남,건설업,"정보통신공사,전기공사","4232, 4231",28C,전기 및 통신공사의 시공,Electricity and communication construction,"경기도 부천시 소향로13번길 14-11, 203호 (상동, 대야하이빌)","#203, 14-11, Sohyang-ro 13beon-gil, Bucheon-si, Gyeonggi-do, KOREA ",,,www.dienc2013.com,0,,,,,,,,True
주식회사 첫마음푸드시스템,First mind food system Co.,725-81-03217,,,윤기복,제조업 외,식육포장 외,"4631, 4632",29A,"식자재의 유통, 공급 및 판매","Distribution, supply and sale of food materials",세종특별자치시 장군면 대학길 92 ,"92, Daehak-gil, Janggun-myeon, Sejong-si, KOREA",,,,0,,,,,,,ykb8895@naver.com,True
주식회사 이에스알그래핀,"ESRGRAPHENE Co., Ltd.",677-86-01666,,,이홍균 회장,제조업,건축용플라스틱제작 및 도소매,1322,04A,마스크의 제조,Manufacture of a Mask,"서울특별시 구로구 디지털로34길 55, 801호 (구로동, 코오롱싸이언스밸리2차)","55, Digital-ro 34-gil, Guro-gu, Seoul, KOREA  ",,,www.esrgraphene.com,0,,,,,,,,True
주식회사 셀트론,CELLTRON Inc,208-88-00242,,,정영문,"제조업, 도소매업",반도체장비제조,2612,19B,"반도체 장비의 설계, 개발 및 제조","Design, development and manufacturing of semiconductor equipment",경기도 화성시 정남면 신백길 102-3 (신리),"102-3, Sinbaek-gil, Jeongnam-myeon, Hwaseong-si, Gyeonggi-do, KOREA",,,www.seltron.co.kr,0,,,,,,,ymjung@seltron.co.kr,True
주식회사 티에이에스,"TAS Co., Ltd.",597-81-01521,,,오태호,"제조, 도소매업",LCD 장비 부품 제조업,1322,04A,"마스크(수술용, 보건용, 1회용 부직포)에 대한 제조","Manufacture of masks (surgery, health care, disposable non-woven fabric)",충청남도 천안시 서북구 직산읍 신갈1길 127 ,"127, Singal 1-gil, Jiksan-eup, Seobuk-gu, Cheonan-si, Chungcheongnam-do, KOREA",,,,0,,,,,,,ohtaeho@naver.com,True
㈜영축이엔지,"Young-Chuk Engineering Co., Ltd.",836-87-01239,,,정규홍,"서비스, 건설업","토목기술용역(재하시험, 지반조사, 계측), 경미한공사","7212, 7512","34A,35C","토목기술용역(재하시험, 지반조사, 계측)","Civil engineering service (loading test, ground investigation, measurement)","전라북도 완주군 삼례읍 웃삼례길 39-5, 2층","2F, 39-5, Utsamnye-gil, Samnye-eup, Wanju-gun, Jeollabuk-do, KOREA ",,,,0,,,,,,,,True
주식회사 해피데이,"Happyday Co., Ltd.",246-81-01623,,,김슬기 / 박범순,제조업외,마스크외,"1321, 1322",04A,"물티슈, 마스크 개발 및 제조",Development and manufacture of wet wipes and masks,"대전광역시 대덕구 신일서로 75, 사무동 지하1층, 1층 101호, 2층 201호(신일동)","75, Sinilseo-ro, Daedeok-gu, Daejeon, KOREA",,,,0,,,,,,,bcw7733@naver.com,True
주식회사 해피데이,"Happyday Co., Ltd.",246-81-01623,,,김슬기 / 박범순,제조업외,마스크외,"1321, 1322",04A,"물티슈, 마스크 개발 및 제조",Development and manufacture of wet wipes and masks,"대전광역시 대덕구 신일서로 75, 사무동 지하1층, 1층 101호, 2층 201호(신일동)","75, Sinilseo-ro, Daedeok-gu, Daejeon, KOREA",,,,0,,,,,,,bcw7733@naver.com,True
주식회사 에스피씨머트리얼즈그룹,"SPC Materials Group Co., Ltd.",209-81-65481,,,김복현,제조,"신뢰성시험재료,소모성자재,필터,화학제품","2221, 2229",14B,신뢰성시험용 아크릴몰드 세트에 대한 생산,Production of Acrylic Mold Sets for Reliability Testing,"충청남도 천안시 서북구 직산읍 직산로 136, 3103호 (충남테크노파크 번영관)","136, Jiksan-ro, Jiksan-eup, Seobuk-gu, Cheonan-si, Chungcheongnam-do, KOREA ",,,,0,,,,,,,,True
㈜빈코넷마린솔루션스,"Binconet Marine Solutions Co., Ltd.",621-81-93697,,,김성섭,제조업,조선기자재,3111,20A,"선박 및 해양기자재(무정전 전원장치, 정류기, 제어반, 수배전반, Maritime Computing Solution)에 대한 설계, 개발 및 생산","Design, Development, Manufacture of Marine Product and System(UPS, Rectifier, Control Panel, MSBD and Maritime Computing Solution)",부산광역시 기장군 장안읍 장안산단6로 35-4,"35-4, Jangansandan 6-ro, Jangan-eup, Gijang-gun, Busan, KOREA",,,,0,,,,,,,,True
㈜영폴리머,"YOUNG POLYMER CO., LTD.",621-81-15411,,,오희석,"제조, 제조업",엔지니어링프라스틱기능성컴파운드개발 외,"2221, 2222",14B,"PVC(Polyvinyl Chloride) COMPOUND, PVC(PolyvinylChloride) MOLDING, DRAIN HOSE, COVER, NYLON TUBE, PP(PolyPropylene) BRAKET 및 TPV(ThermoPlastic Vulcanizates) TUBE의 생산","Production of PVC(Polyvinyl Chloride) COMPOUND, PVC(Polyvinyl Chloride) MOLDING, DRAIN HOSE, COVER, NYLON TUBE, PP(PolyPropylene) BRAKET and TPV(ThermoPlastic Vulcanizates) TUBE",부산광역시 기장군 정관읍 농공길 13-72 ,"13-72, Nonggong-gil, Jeonggwan-eup, Gijang-gun, Busan, KOREA",,,http://www.yplm.co.kr/,0,,,,,,,,True
더블유피,WP,312-32-57765,,,정보창,"제조업, 도소매","전원장치, 용접기등, 디스플레이장치, 기타일반소매",2890,19A,"SCR, CO2 용접 장비의 제조","Manufacturing of SCR, CO2 welding equipment controller","충청남도 천안시 서북구 직산읍 직산로 136, 2201호(벤처관)","#2201, 136, Jiksan-ro, Jiksan-eup, Seobuk-gu, Cheonan-si, Chungcheongnam-do, KOREA ",,,,0,,,,,,,sig00sig00@naver.com,True
엔에스엘테크,NSL TECH,414-53-00433,,,공순란,"도소매, 제조업","디스플레이, 자동차부품",2890,19A,TIG용접 및 용접 장비의 제작,Fabrication of TIG welding and welding equipment,"충청남도 천안시 서북구 직산읍 직산로 136, 벤처관 2205호 ((재)충남테크노파크천안밸리)","#2205, 136, Jiksan-ro, Jiksan-eup, Seobuk-gu, Cheonan-si, Chungcheongnam-do, KOREA ",,,,0,,,,,,,nsl2507@naver.com,True
주식회사 정광스틸,"JEONGGWANG STEEL Co., Ltd.",362-88-00304,,,백채환,제조업,철근 가공,2419,17A,철근의 절단 및 절곡,The Cutting and Bending of Reinforced steels ,전라북도 군산시 산단남북로 134-25 (오식도동),"134-25, Sandannambuk-ro, Gunsan-si, Jeollabuk-do, KOREA ",,,,0,,,,,,,jgs7138@naver.com,True
비제이씨푸드,BJ SEAFOOD ,554-56-00125,,,정범진,제조업,식품제조가공,"1021, 1022",03A,"식품(수산물, 농산물)의 가공 및 포장","Processing and Packaging of Food (fishery products, agricultural products)","대전광역시 대덕구 대전로1076번길 14, 3층 (오정동)","14, Daejeon-ro 1076beon-gil, Daedeok-gu, Daejeon, KOREA ",,,,0,,,,,,,bjseafood@naver.com,True
㈜에스엠티,"SMT CO., LTD.",609-81-91044,,,이정원,제조,"자동차부품, 소화기 제조","2919, 2049","18A,12B",소화기 및 소화액에 대한 생산,"fire extinguisher, manufacture for digestive fluid",경상남도 창원시 진해구 남영로564번길 29 (남양동),"29, Namnyeong-ro 564beon-gil, Jinhae-gu, Changwon-si, Gyeongsangnam-do, KOREA ",,,,0,,,,,,,,True
주식회사 하이테크미디어,"HITECHMEDIA Co., Ltd.",754-87-00812,,,강윤원,"건설업, 제조업, 도소매, 서비스","정보통신공사, 네트웍공사, 전광판, LED조명 생산, 시공, 설치업, 영상디스플레이 장치 제조업, CCTV, 방송장비 생산, 시공, 설치업, 방송장비 및 CCTV장비 납품, 소프트웨어개발 및 공급, 컴퓨터유지보수","2651, 2642",19B,"LED전광판, 영상정보장치, CCTV, 버스안내시스템의 개발 및 제조","Development and manufacture of LED display, video information system, CCTV, and bus information system","충청남도 천안시 서북구 직산읍 직산로 136, 3308호(충남테크노파크 생산관)","#3308, 136, Jiksan-ro, Jiksan-eup, Seobuk-gu, Cheonan-si, Chungcheongnam-do, KOREA ",,,http://hitechmedia.co.kr,0,,,,,,,,True
대연식품,Daeyeon Food Co.,305-23-25021,,,황병현,제조업,떡류제조,1071,03A,떡류의 제조,Manufacture of rice cakes,충청북도 증평군 증평읍 쇠마루2길 36,"36, Soemaru 2-gil, Jeungpyeong-eup, Jeungpyeong-gun, Chungcheongbuk-do, KOREA ",,,,0,,,,,,,,True
㈜충무타올,"CHUNGMU TOWEL Co., Ltd.",617-87-00342,,,김상범,섬유제품제조업,타올,"1399, 1340",04A,타월의 개발 및 제조,Development and Manugacture of Towel,대전광역시 대덕구 방두말3길 8 (평촌동),"8, Bangdumal 3-gil, Daedeok-gu, Daejeon, KOREA ",,,cmtowel@hanmail.net,0,,,,,,,,True
㈜재생정유,"Recycling oil refining Co., Ltd.",137-**-*****,,,고정유,,,1922,10A,윤활유 및 그리스 제조,Manufacture of lubricating oils and greases ,인천광역시 서구 건지로00번길 00,"00, Geonji-ro 00beon-gil, Seo-gu, Incheon, KOREA ",,,,0,,,,,,,,True
㈜이가도어산업,"Iga Door Industry Co., Ltd.",756-81-00873,,,정범철,"제조업, 건설업, 도소매","도어 하드웨어, 도어제조, 안전도어, 인테리어공사, 도어판매",2593,17B,안전 도어 및 시스템의 제조,Manufacture of safety doors and systems,"충청남도 천안시 서북구 직산읍 직산로 136, 2304호(충남테크노밸리 번영관)","#2304, 136, Jiksan-ro, Jiksan-eup, Seobuk-gu, Cheonan-si, Chungcheongnam-do, KOREA ",,,,0,,,,,,,bcj0431@momms.net,True
(유)지성유통,"JISEONG DISTRIBUTION Co., Ltd. ",151-88-00965,,,김창대,도매 및 소매업,슈퍼마켓,4712,29A,"농산물, 수산물, 축산물, 기타 식품류 도매 및 소매업","wholesale and retailing of agricultural products, fishery products, livestock products, and other food products","전라북도 전주시 덕진구 벚꽃로 57, 상가동 149호 (진북동, 우성아파트상가)","57, Beotkkot-ro, Deokjin-gu, Jeonju-si, Jeollabuk-do, KOREA ",,,,0,,,,,,,,True
㈜엔디엘,"NDL Co., Ltd.",347-87-01480,,,방은영,제조업,"디스플레이,반도체 기계 제조업 ",2927,18A,디스플레이 및 반도체 제조용 기계의 설계 및 제조,Design and Manufacture of display component and semi-conductor manufacturing machinery ,"대전광역시 유성구 유성대로 1646, 이노비즈파크 407호 (전민동, 한남대대덕밸리캠퍼스)","#407 Inobiz Park, 1646, Yuseong-daero, Yuseong-gu, Daejeon, KOREA ",,,www.ndl.co.kr,0,,,,,,,,True
